query,intent
Can you cancel my scheduled consultation at the north side office? Ref CAN-00008,cancellation
What are your operating hours on Friday? Ref GEN-00489,general_query
"Cancel booking for tonight, can't make it. #can-2334",cancellation
Can you call off my booking for remedial massage tomorrow in Newcastle?,cancellation
Please help me reschedule my booking to 6:30 PM instead of 11:00 AM. Ref RES-01348,reschedule
Do I need to arrive early for a hair styling? Ref GEN-00727,general_query
I want to change my facial appointment to next Wednesday. Ref RES-00976,reschedule
I want to book a nail appointment on Monday at 5:00 PM. Ref BOO-01545,booking
Where is your west end studio located exactly? Ref GEN-00872,general_query
"Tomorrow evening booking for deep tissue massage at Canberra City, can this be done?",booking
Do prces change for evening bookings like this afternoon?,pricing
I need to arrange chiropractic session on 1 June at Friday night near Sydney CBD.,booking
Can we move my chiropractic session appointment to Saturday morning at Sydney CBD ?? Ref #11978.,reschedule
I need to cancel my massage appointment on July 25. Ref CAN-02076,cancellation
Can you delete my booking for relaxation massage tomorrow in Fremantle?,cancellation
Can I get pricing for massage at home in Richmond? Ref inquiry 10145.,pricing
stop my mobile beauty appointment for this afternoon in Bondi.,cancellation
Please cancel my booking for Saturday at 6:30 PM. Ref CAN-00312,cancellation
How much does a 2 hours facial cost? Ref PRI-00646,pricing
"right now, rough cost for a deep tissue massage in Parramatta?",pricing
I need to reschedule my massage from Wednesday to Monday. Ref RES-02009,reschedule
Can I move my appointment on July 13 to July 20? Ref RES-03620,reschedule
Can you cancel my scheduled hair styling at the north side office? Ref CAN-00942,cancellation
What are your operating hours on Wednesday? Ref GEN-01538,general_query
What is the price for therapy session at the downtown branch? Ref PRI-01470,pricing
Need this cnclled,cancellation
nah cancel that for the end of lease cleaning slot Saturday morning in Wollongong.,booking
I want to change my hair styling appointment to next Sunday. Ref RES-04055,reschedule
Where is your north side office located exactly? Ref GEN-01619,general_query
"cleaning booking for 22 May, Sunday evening, Bondi.",booking
Can you call off,cancellation
Reschedule my existing booking to 20 June Saturday morning in Canberra City.,reschedule
price? remedial massage #pri-899,pricing
"carpet cleaning booking for 28 June, tonight, Richmond.",booking
rough cost for a chiropractic session in Richmond?,pricing
I need an appointment for therapy session on February 28 at 8:00 AM. Ref BOO-00093,booking
"I might book later, just need a quote for massage first. #pri-798",pricing
I need to call off the session on 9 July at tonight.,cancellation
Help me reserve a slot for a consultation next Friday morning. Ref BOO-00433,booking
"Tomorrow evening bokking for spring cleaning at Richmond, can this be done?",booking
Please help me reschedule my booking to 8:00 AM instead of 9:30 AM. Ref RES-03132,reschedule
What should I bring for my first therapy session? Ref GEN-00894,general_query
I want to change my nail appointment appointment to next Saturday. Ref RES-01984,reschedule
Where is your city center location located exactly? Ref GEN-02777,general_query
Do I need to arrive early for a therapy session? Ref GEN-03596,general_query
How much for chiropractic session asap? #pri-1691,pricing
I need to reschedule my consultation from Friday to Monday. Ref RES-02690,reschedule
Do I need to arrive early for a massage? Ref GEN-01160,general_query
I want to book a massage on Friday at 5:00 PM. Ref BOO-01724,booking
Kindly cancel my reservation for June 25 at 1:00 PM. Ref CAN-00260,cancellation
What should I bring for my first consultation? Ref GEN-00071,general_query
Can I get pricing for mobile beauty at home in Parramatta?,pricing
Do you have parking available at the city center location? Ref GEN-01485,general_query
Do you have parking available at the city center location? Ref GEN-03278,general_query
Could you reschedule my reservation at the city center location to 3:30 PM? Ref RES-01750,reschedule
Can I move my appointment on October 21 to April 7? Ref RES-02297,reschedule
Can you cancel my scheduled therapy session at the west end studio? Ref CAN-01832,cancellation
Can you clarify your refund and cancellation rules? #can-2157,general_query
Need this cancelled immediately: pedicure 15 July before 9am.,cancellation
Do prices change for evening bookings like lunchtime? Ref inquiry 11298.,pricing
Can you share your pricing for a therapy session on April 4? Ref PRI-00762,pricing
Do you have parking available at the north side office? Ref GEN-04241,general_query
Is there a surcharge in Fortitude Valley and what's the total usually? #pri-1021,pricing
"I want to reschedule instead of cancel, but if not possible cancel out it. #can-209",reschedule
Can you clarify your refund and cancellation rules? #can-476,general_query
Please book me for nail appointment at the north side office this Sunday. Ref BOO-01044,booking
Do prices change for evening bookings like before 9am? #pri-588,pricing
Can I move my appointment on May 19 to October 20? Ref RES-00780,reschedule
Please cancel my booking for Saturday at 5:00 PM. Ref CAN-01730,cancellation
Are there package discounts for multiple hair styling sessions? Ref PRI-01097,pricing
"I might book later, just need a quote for physio session first. Ref inquiry 11886.",pricing
"Cancel booking for 2nite, can't make it.",cancellation
What is the price for consultation at the city center location? Ref PRI-00158,pricing
Do you have parking available at the north side office? Ref GEN-01577,general_query
Do you have parking available at the downtown branch? Ref GEN-02447,general_query
Please help me reschedule my booking to 11:00 AM instead of 5:00 PM. Ref RES-03158,reschedule
How much for remedial massage Sunday evening?,pricing
Can I cncl without penalty if therapist is late ??,general_query
"Before I confirm, what would deep tissue massage cost for two people? #pri-1305",pricing
How much does a 2 hours therapy session cost? Ref PRI-00833,pricing
I have to cancel my appointment due to a conflict this Sunday. Ref CAN-00552,cancellation
I need to reschedule my facial from Monday to Wednesday. Ref RES-00120,reschedule
I want to change my therapy session appointment to next Sunday. Ref RES-02133,reschedule
Please book me for facial at the city center location this Saturday. Ref BOO-00722,booking
Please book me for hair styling at the north side office this Friday. Ref BOO-01307,booking
Can you cancel my scheduled hair styling at the west end studio? Ref CAN-00410,cancellation
I need to cancel,cancellation
Do I need to arrive early for a consultation? Ref GEN-00758,general_query
Where is your north side office located exactly? Ref GEN-00391,general_query
"I might book later, just need a quote for end of lease cleaning first. #pri-1275",pricing
What are your operating hours on Tuesday? Ref GEN-03363,general_query
mobile beauty appt in Richmond next Tuesday afternoon - call off pls.,cancellation
I need to reschedule my facial from Tuesday to Tuesday. Ref RES-00621,reschedule
What are your operating hours on Thursday? Ref GEN-02058,general_query
please proceed for the pedicure slot around 7:30pm in Melbourne CBD.,booking
What are your rates for chiropractic session on weekends? #pri-1058,pricing
Need this cancelled immediately: relaxation massage 18 May after work.,cancellation
What are your operating hours on Saturday? Ref GEN-00058,general_query
Reschedule my existing booking to 14 June Friday night in Glenelg. Ref #11976.,reschedule
I want to change my hair styling appointment to next Tuesday. Ref RES-03977,reschedule
"Before I confirm, what would chiropractic session cost for two people? #pri-2404",pricing
Is there a surcharge in Gold Coast and what's the total usually ?? #pri-2011,pricing
I have to cancel my appointment due to a conflict this Tuesday. Ref CAN-01805,cancellation
I want to book a therapy session on Sunday at 8:00 AM. Ref BOO-01459,booking
I need an appointment for hair styling on March 19 at 3:30 PM. Ref BOO-01516,booking
could you Price for a mobile beauty in Gold Coast ??,pricing
Can I move my appointment on August 22 to November 1? Ref RES-01398,reschedule
Can you share your pricing for a hair styling on June 24? Ref PRI-01242,pricing
Could you reschedule my reservation at the city center location to 6:30 PM? Ref RES-00100,reschedule
when you can set up a physio session for before 9am in Wollongong?,booking
I have to cancel my appointment due to a conflict this Tuesday. Ref CAN-01398,cancellation
Do I need to arrive early for a facial? Ref GEN-03764,general_query
I want to change my nail appointment appointment to next Tuesday. Ref RES-02387,reschedule
Can we move my end of lease cleaning appointment to tonight at Melbourne CBD?,reschedule
Do prices change for evening bookings like next Tuesday afternoon? #pri-2191,pricing
Can you delete my booking for facial tomorrow in Bondi?,cancellation
What are your operating hours on Sunday? Ref GEN-02147,general_query
What should I bring for my first facial? Ref GEN-02794,general_query
Any extra fee for mobile beauty in Fortitude Valley?,pricing
"I might book later, just need a quote for manicure first. #pri-2647",pricing
"Cancel booking for 2nite, can't make it. #can-1851",cancellation
Can you cancel my scheduled hair styling at the west end studio? Ref CAN-01950,cancellation
Where is your north side office located exactly? Ref GEN-01117,general_query
Please cancel booking ID 7904.,cancellation
Can you schedule a 90 minutes massage for November 1? Ref BOO-00225,booking
Where is your downtown branch located exactly? Ref GEN-00750,general_query
"Cancel booking for tonight, can't make it. #can-2445",cancellation
Do I need to arrive early for a therapy session? Ref GEN-03386,general_query
Please help me reschedule my booking to 1:00 PM instead of 3:30 PM. Ref RES-02368,reschedule
Could you reschedule my reservation at the downtown branch to 5:00 PM? Ref RES-03990,reschedule
I need an appointment for facial on February 1 at 9:30 AM. Ref BOO-01472,booking
