Customer_ID,Booking_Frequency,Avg_Spending,Preferred_Service,Review_Text,Last_Activity
CUST02244,8,186.87,Makeup,The team was professional but distant. Great attention to detail throughout the session. Pricing was standard compared to similar places. A pleasant experience with minor issues. The environment was mostly tidy. Visit reference 2244.,2026-02-26
CUST02245,10,87.78,Hair Coloring,The delay was excessive and poorly communicated. I had trouble getting clear answers from the team. The final bill felt overpriced. The final result did not match what I requested. Some areas did not look properly maintained. Visit reference 2245.,2025-07-03
CUST02246,6,85.56,Haircut,"The environment was mostly tidy. The final bill felt overpriced. Communication was clear, though not very warm. Visit reference 2246.",2025-09-12
CUST02247,15,152.42,Spa,,2025-12-17
CUST02248,16,277.19,Hair Coloring,"Hygiene standards appeared excellent. Check-in was quick and smooth. Great attention to detail throughout the session. The team made me feel genuinely welcome. The price was acceptable, though not a bargain. Visit reference 2248.",2026-01-29
CUST02249,4,181.79,Makeup,I left satisfied with the result. The facility was spotless and comfortable. Staff behavior was polite but somewhat rushed. Visit reference 2249.,2026-01-14
CUST02250,39,305.71,Spa,Staff behavior was polite but somewhat rushed. The result was fine for a routine visit. Cleanliness was acceptable overall. The visit was average. The schedule slipped by about fifteen minutes. Visit reference 2250.,2025-12-19
CUST02251,1,86.59,Spa,The waiting time was too long. Cleanliness standards need improvement. The visit was deeply disappointing. Visit reference 2251.,2025-05-11
CUST02252,6,146.37,Haircut,,2026-01-05
CUST02253,7,74.96,Facial,Cleanliness was acceptable overall. The schedule slipped by about fifteen minutes. The experience met basic expectations. The result was fine for a routine visit. Visit reference 2253.,2025-08-09
CUST02254,6,81.19,Haircut,The space looked reasonably maintained. The schedule slipped by about fifteen minutes. Service quality was acceptable but not outstanding. Staff behavior was polite but somewhat rushed. Visit reference 2254.,2025-07-05
CUST02255,1,73.49,Nail Care,"The outcome was decent with room for improvement. The environment was mostly tidy. The schedule slipped by about fifteen minutes. The price was acceptable, though not a bargain. Visit reference 2255.",2025-09-27
CUST02256,4,108.89,Spa,"The schedule slipped by about fifteen minutes. The result was fine for a routine visit. The environment was mostly tidy. The experience met basic expectations. The price was acceptable, though not a bargain. Visit reference 2256.",2025-12-01
CUST02257,17,105.95,Nail Care,I am very unhappy with this appointment. I do not think the service justified the cost. The delay was excessive and poorly communicated. Cleanliness standards need improvement. Visit reference 2257.,2025-06-29
CUST02258,12,241.22,Spa,The staff handled requests adequately. I left satisfied with the result. Visit reference 2258.,2026-02-14
CUST02259,4,145.96,Haircut,Everything exceeded my expectations. I was seated almost immediately. My stylist listened carefully to my preferences. Cost was in line with what I expected. Visit reference 2259.,2026-01-08
CUST02260,14,129.28,Hair Coloring,The service quality was excellent. The service was solid and dependable. Visit reference 2260.,2025-11-05
CUST02261,12,106.49,,"The waiting time was too long. The price was acceptable, though not a bargain. The space looked reasonably maintained. The appointment did not go as planned. The quality of work was inconsistent. Visit reference 2261.",2025-06-27
CUST02262,17,212.50,Makeup,Great attention to detail throughout the session. I had a fantastic experience today. Hygiene standards appeared excellent. My stylist listened carefully to my preferences. Waiting time was minimal. Visit reference 2262.,2026-01-20
CUST02263,8,153.34,Facial,Service quality was acceptable but not outstanding. Cost was in line with what I expected. It was an okay appointment. Visit reference 2263.,2025-11-11
CUST02264,3,112.74,Facial,,2026-01-07
CUST02265,1,,Nail Care,I was disappointed with several parts of the visit. There was a moderate delay before the service began. The final bill felt overpriced. The result was fine for a routine visit. The staff did not handle feedback well. Visit reference 2265.,2025-04-16
CUST02266,21,240.08,Spa,The therapist explained each step clearly. Great attention to detail throughout the session. Waiting time was minimal. Pricing felt fair for the quality provided. Visit reference 2266.,2026-02-07
CUST02267,28,,Spa,There was a moderate delay before the service began. Hygiene standards appeared excellent. A pleasant experience with minor issues. The staff handled requests adequately. The service quality was excellent. Visit reference 2267.,2026-02-27
CUST02268,0,10.00,Facial,The waiting time was too long. I do not think the service justified the cost. The staff seemed distracted and uncoordinated. I noticed avoidable mistakes in the service. Visit reference 2268.,2025-07-13
CUST02269,1,128.18,,"The treatment rooms were very clean. The price was acceptable, though not a bargain. A pleasant experience with minor issues. Visit reference 2269.",2026-01-03
CUST02270,33,394.20,Hair Coloring,"One of the best appointments I have had. The staff were attentive and professional. The treatment rooms were very clean. Waiting time was minimal. The price was acceptable, though not a bargain. Visit reference 2270.",2026-03-03
CUST02271,27,319.44,Makeup,The cost matched the overall experience. The treatment rooms were very clean. Waiting time was minimal. Visit reference 2271.,2025-12-01
CUST02272,6,219.32,Nail Care,The environment was mostly tidy. The schedule slipped by about fifteen minutes. Visit reference 2272.,2025-06-24
CUST02273,2,117.64,Facial,Hygiene standards appeared excellent. Excellent service from start to finish. Pricing felt fair for the quality provided. The service quality was excellent. Everyone was courteous and patient. Visit reference 2273.,2025-12-09
CUST02274,7,87.31,Facial,Some areas did not look properly maintained. The delay was excessive and poorly communicated. The team was professional but distant. I do not think the service justified the cost. The quality of work was inconsistent. Visit reference 2274.,2025-07-06
CUST02275,29,319.67,Spa,"Cost was in line with what I expected. A pleasant experience with minor issues. The treatment rooms were very clean. Communication was clear, though not very warm. Service quality was acceptable but not outstanding. Visit reference 2275.",2026-02-14
CUST02276,7,237.78,Facial,The environment did not feel as clean as expected. There were noticeable issues during the service. The delay was excessive and poorly communicated. Visit reference 2276.,2025-09-10
CUST02277,2,109.75,Haircut,,2025-08-25
CUST02278,2,242.64,Hair Coloring,"Pricing was standard compared to similar places. I waited a little longer than expected. Communication was clear, though not very warm. The service quality was excellent. Visit reference 2278.",2026-03-12
CUST02279,6,145.79,Makeup,I was seated almost immediately. The staff were attentive and professional. The service was solid and dependable. Great attention to detail throughout the session. Visit reference 2279.,2026-01-03
CUST02280,7,144.02,Haircut,The service quality was excellent. The team made me feel genuinely welcome. The treatment rooms were very clean. Cost was in line with what I expected. Visit reference 2280.,2026-01-18
